RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,GENDER,FIRST_GENERATION_IND,ATSI_DESC,ATSI_GROUP,REGIONAL_REMOTE,SES,ADMISSION_PATHWAY,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
International,2025,5253,2025 Term 1,Postgraduate,8415,Professional Accounting (Ext),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,12407140
Local,2025,5253,2025 Term 1,Undergraduate,3362,City Planning (Hons),66866,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Practice: Ethics,F,Non First Generation,Torres Strait Islander,Indigenous,Major Cities of Australia,High,ATAR,PLAN3006,3006,WILC,12728358
Local,2025,5256,2025 Term 2,Undergraduate,3362,City Planning (Hons),66880,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Practice: Consultation,F,Non First Generation,Torres Strait Islander,Indigenous,Major Cities of Australia,High,ATAR,PLAN3008,3008,WILC,12728358
Local,2025,5253,2025 Term 1,Undergraduate,3362,City Planning (Hons),66871,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Practice: Institutions,F,Non First Generation,Torres Strait Islander,Indigenous,Major Cities of Australia,High,ATAR,PLAN3007,3007,WILC,12728358
Local,2025,5256,2025 Term 2,Undergraduate,3362,City Planning (Hons),66879,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Practice: Policies,F,Non First Generation,Torres Strait Islander,Indigenous,Major Cities of Australia,High,ATAR,PLAN3009,3009,WILC,12728358
Local,2025,5256,2025 Term 2,Undergraduate,3502,Commerce,64957,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Practice of Work,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,CDEV3000,3000,WILC,12743401
Local,2025,5253,2025 Term 1,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,COMM2233,2233,WILC,12746182
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,MFAC2515,2515,WILC,12741784
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,MFAC2514,2514,WILC,12741784
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,MFAC2516,2516,WILC,12741784
Local,2025,5256,2025 Term 2,Undergraduate,3778,Computer Science,66762,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,SENG3993,3993,WILC,12752458
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),66762,1,ENG,Faculty of Engineering,COMPSC,School of Computer Science and Engineering,Software Work Practice 2,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,SENG3993,3993,WILC,12752458
Local,2025,5259,2025 Term 3,Undergraduate,3584,Commerce / Information Systems,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,COMM3030,3030,WILC,12735367
Local,2025,5257,2025 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ZBUS3104,3104,WILC,12724118
Local,2025,5256,2025 Term 2,Undergraduate,4068,Fine Arts/Education (Sec),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Portfolio,EDST6760,6760,WILC,12953488
International,2025,5259,2025 Term 3,Postgraduate,8417,Commerce (Extension),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,13457183
International,2025,5253,2025 Term 1,Undergraduate,3502,Commerce,66433,1,COMM,UNSW Business School,COMM,UNSW Business School,Future of Work Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM2244,2244,WILC,13620834
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28017864
International,2025,5253,2025 Term 1,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM2233,2233,WILC,28162973
Local,2025,5253,2025 Term 1,Undergraduate,3773,Eng (Hons) / Eng Science,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,HE,ENGG4999,4999,WILC,28229173
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28316068
Local,2025,5259,2025 Term 3,Undergraduate,4068,Fine Arts/Education (Sec),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,HE,EDST2002,2002,WILC,28633834
International,2025,5253,2025 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28698697
International,2025,5256,2025 Term 2,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,COMM5030,5030,WILC,28753219
International,2025,5253,2025 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,28764599
International,2025,5259,2025 Term 3,Postgraduate,8415,Professional Accounting (Ext),64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,28774480
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,Others,ENGG4999,4999,WILC,29300479
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,29268603
Local,2025,5254,2025 Semester 1 Canberra,Undergraduate,4474,Mechanical Engineering (Hons),55648,1,UNICL,UNSW Canberra at ADFA,ZEIT,School of Engineering & Technology,Mechanical & Electronic Design,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,ZEIT2501,2501,WILC,29256312
International,2025,5256,2025 Term 2,Postgraduate,8429,Applied Economics,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,43768481
International,2025,5253,2025 Term 1,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,ENGG4999,4999,WILC,44698229
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Low,Work & Life,ENGG4999,4999,WILC,46994172
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47089708
Local,2025,5253,2025 Term 1,Undergraduate,3768,Eng (Hons) / MBiomedE,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,ENGG4999,4999,WILC,47115502
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47142527
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47075061
Local,2025,5253,2025 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,FEAS,ENGG4999,4999,WILC,47078533
Local,2025,5253,2025 Term 1,Postgraduate,9150,Juris Doctor,65486,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",UNSW Law Internships,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,JURD7555,7555,WILC,823475
Local,2025,5256,2025 Term 2,Postgraduate,9150,Juris Doctor,66978,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",Law Internships Extended,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,JURD7777,7777,WILC,823475
Local,2025,5259,2025 Term 3,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,PLTX1300,1300,WILC,660121
Local,2025,5253,2025 Term 1,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,PLTX2020,2020,WILC,660121
Local,2025,5253,2025 Term 1,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,PLTX1300,1300,WILC,660121
Local,2025,5256,2025 Term 2,Undergraduate,4053,Arts / Education (Secondary),65316,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Medium,Others,EDST6765,6765,WILC,607767
International,2025,5259,2025 Term 3,Undergraduate,3970,Science,66707,1,SCI,Faculty of Science,SCI,Faculty of Science,Science Industry Project,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,SCIF3000,3000,WILC,1247655
International,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3508,3508,WILC,1313919
International,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3505,3505,WILC,1313919
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3506,3506,WILC,1313919
International,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3501,3501,WILC,1313919
International,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,M,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,MFAC3502,3502,WILC,1313919
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,MFAC3508,3508,WILC,1667395
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,MFAC3502,3502,WILC,1667395
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,MFAC3504,3504,WILC,1667395
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,MFAC3501,3501,WILC,1667395
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,F,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Inner Regional Australia,Medium,ATAR,MFAC3503,3503,WILC,1667395
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3505,3505,WILC,1667007
Local,2025,5256,2025 Term 2,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3509,3509,WILC,1667007
Local,2025,5252,2025 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3514,3514,WILC,1667007
Local,2025,5259,2025 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3515,3515,WILC,1667007
Local,2025,5253,2025 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,MFAC3506,3506,WILC,1667007
International,2025,5259,2025 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Unknown,Unknown,Others,COMM5030,5030,WILC,5918162
Local,2025,5253,2025 Term 1,Undergraduate,3784,Commerce / Computer Science,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,M,Non First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,High,ATAR,COMM2233,2233,WILC,9702665
Local,2025,5259,2025 Term 3,Undergraduate,3182,Vision Science/Clinical Optom,65117,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5B,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Low,ATAR,OPTM8522,8522,WILC,9810583
Local,2025,5253,2025 Term 1,Undergraduate,3182,Vision Science/Clinical Optom,65114,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5A,F,First Generation,Not of Aboriginal/T S Islander,Non Indigenous,Major Cities of Australia,Low,ATAR,OPTM8512,8512,WILC,9810583
